"JD.ID","Agency","Project.ID","District.or.Region","JD.Basis","PDF.Link","Finalized.Date","Closure.Method","Waters.Names","Resource.Types","Resource.Type.Description","Water.of.the.U.S.","Cowardin.Code","Cowardin.Category","Cowardin.Description","HGM","HGM.Description","Longitude","Latitude","State","County","HUC8","Authority","Local.Waterway","Similarly.Situated..a..8.","Similarly.Situated..a..7.","Normal.Farming","OHWM..Changes.in.plant.community","OHWM..Presence.of.bed.and.banks","OHWM..Break.in.slope","OHWM..Change.in.the.character.of.soil","OHWM..Change.in.vegetation.density.maturity","OHWM..Change.in.sediment.texture","OHWM..Natural.line.impressed.on.the.bank","OHWM..Destruction.of.terrestrial.vegetation","OHWM..Leaf.litter.disturbed","OHWM..Multiple.flow.events.observed","OHWM..Scour.marks","OHWM..Sediment.deposition","OHWM..Sediment.sorting","OHWM..Shelving","OHWM..Litter.and.debris","OHWM..Wrack.lines","OHWM..Matted..bent..or.absent.vegetation","OHWM..Water.staining","OHWM.Other","OHWM.Other.Text","Function.Present..Sediment.Trapping","Function.Present..Nutrient.Recycling","Function.Present..Pollutant.trapping..transformation..filtering..and.transport","Function.Present..Retention.and.attenuation.of.flood.waters","Function.Present..Runoff.storage","Function.Present..Contribution.of.flow","Function.Present..Export.of.organic.matter","Function.Present..Export.of.food.resources","Function.Present..Provision.of.life.cycle.dependent.aquatic.habitat"
5162124,"Corps","LRC-2018-00117","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","03/23/2018","Approved JD That Did Require A Field/Site Visit","Site W3","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Slope","The Slope wetland class is characterized by a water source of return flow from groundwater, with principally unidirectional and horizontal hydrodynamics.",-87.69829,41.64453,"Illinois","Cook",7120003,"None","Midlothian Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5161485,"Corps","LRC-2018-00124","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","03/22/2018","Approved JD That Did Require A Field/Site Visit","Wetland 1","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-87.94193,42.03257,"Illinois","Cook",7120004,"None","Willow Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5162110,"Corps","LRC-2018-00136","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","03/22/2018","Approved JD That Did Require A Field/Site Visit","Wetland 1/Pond 1","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","L1","Lacustrine","Lacustrine - Includes wetlands and deepwater habitats with all of the following characteristics:  (1) situated in a topographic depression or a dammed river channel; (2) lacking trees, shrubs, persistent emergents, emergent mosses or lichens with greater than 30% areal coverage; and (3) total area exceeds 8 ha (20 acres).  Similar wetland and deepwater habitats totaling less than 8 ha are also included in the Lacustrine System if an active wave-formed or bedrock shoreline feature makes up all or part of the boundary, or if the water depth in the deepest part of the basin exceeds 2 m (6.6 feet) at low water.  Lacustrine waters may be tidal or nontidal, but ocean-derived salinity is always less than 0.5%.","Lacustrine Fringe","A lacustrine fringe has a dominant water source of lake overbank flow, and the dominant hydrodynamics are bidirectional and horizontal.",-87.99633,41.85461,"Illinois","DuPage",7120004,"Section 404","Lacey Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5162110,"Corps","LRC-2018-00136","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","03/22/2018","Approved JD That Did Require A Field/Site Visit","Investigated Area 1","RPW","Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","RP","Riparian","Riparian - Plant communities contiguous to and affected by surface and subsurface hydrologic features of perennial or intermittent lotic and lentic water bodies (rivers, streams, lakes, or drainage ways).  Riparian areas have one or both of the following characteristics: 1) distinctively different vegetative species than adjacent areas, and 2) species similar to adjacent areas but exhibiting more vigorous or robust growth forms. Riparian areas are usually transitional between wetland and upland.","Slope","The Slope wetland class is characterized by a water source of return flow from groundwater, with principally unidirectional and horizontal hydrodynamics.",-87.99724,41.85566,"Illinois","DuPage",7120004,"Section 404","Lacey Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5161726,"Corps","LRC-2018-00144","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","03/21/2018","Approved JD That Did Not Require A Field/Site Visit","Wetland 1","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.29625,42.24757,"Illinois","McHenry",7120006,"None","Crystal Lake Outlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5161415,"Corps","LRC-2018-00066","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","03/19/2018","Approved JD That Did Require A Field/Site Visit","Wetland 3","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PFO","Palustrine","Forested, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.35903,42.24082,"Illinois","McHenry",7120006,"Section 404","Crystal Lake Drain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5161415,"Corps","LRC-2018-00066","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","03/19/2018","Approved JD That Did Require A Field/Site Visit","Wetland 2","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PFO","Palustrine","Forested, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.35865,42.23997,"Illinois","McHenry",7120006,"Section 404","Crystal Lake Drain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5161415,"Corps","LRC-2018-00066","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","03/19/2018","Approved JD That Did Require A Field/Site Visit","Wetland/Waters of the U.S. 4","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","L1","Lacustrine","Lacustrine - Includes wetlands and deepwater habitats with all of the following characteristics:  (1) situated in a topographic depression or a dammed river channel; (2) lacking trees, shrubs, persistent emergents, emergent mosses or lichens with greater than 30% areal coverage; and (3) total area exceeds 8 ha (20 acres).  Similar wetland and deepwater habitats totaling less than 8 ha are also included in the Lacustrine System if an active wave-formed or bedrock shoreline feature makes up all or part of the boundary, or if the water depth in the deepest part of the basin exceeds 2 m (6.6 feet) at low water.  Lacustrine waters may be tidal or nontidal, but ocean-derived salinity is always less than 0.5%.","Lacustrine Fringe","A lacustrine fringe has a dominant water source of lake overbank flow, and the dominant hydrodynamics are bidirectional and horizontal.",-88.36011,42.23741,"Illinois","McHenry",7120006,"Section 404","Crystal Lake Drain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5161417,"Corps","LRC-2018-00066","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","03/19/2018","Approved JD That Did Require A Field/Site Visit","Wetland 1","ISOLATE","Isolated (interstate or intrastate) waters","No","PFO","Palustrine","Forested, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.35681,42.2384,"Illinois","McHenry",7120006,"None","Crystal Lake Drain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5163410,"Corps","LRC-2018-00102","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","03/19/2018","Approved JD That Did Require A Field/Site Visit","LRC-2018-102 W-1","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PEM","Palustrine","Emergent, Palustrine","Slope","The Slope wetland class is characterized by a water source of return flow from groundwater, with principally unidirectional and horizontal hydrodynamics.",-88.23238,41.60064,"Illinois","Will",7120004,"Section 404","W-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5163410,"Corps","LRC-2018-00102","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","03/19/2018","Approved JD That Did Require A Field/Site Visit","LRC-2018-102 Spring Hole Creek","RPW","Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","R3","Riverine","Upper Perennial, Riverine","Riverine","Riverine is characterized by a water source of overbank flow from a channel, and hydrodynamics which are predominantly unidirectional and horizontal.",-88.23248,41.60059,"Illinois","Will",7120004,"Section 404","Spring Hole Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5159334,"Corps","LRC-2017-00978","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","03/12/2018","Approved JD That Did Require A Field/Site Visit","Farmed Wetland 1","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","","",-87.9385,41.38333,"Illinois","Will",7120001,"None","Farmed Wetland 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5161300,"Corps","LRC-2018-00098","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","03/09/2018","Approved JD That Did Require A Field/Site Visit","Wetland 1","NRPWW","Wetland Adjacent to Non-relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.06103,42.05939,"Illinois","Cook",7120004,"Section 404","Salt Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5158782,"Corps","LRC-2018-00083","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","03/02/2018","Approved JD That Did Require A Field/Site Visit","Wetland","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.13721,41.95117,"Illinois","DuPage",7120004,"None","E. Br. DuPage River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5161318,"Corps","LRC-2016-00511","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","03/01/2018","Approved JD That Did Require A Field/Site Visit","LRC-2016-511 Wetland 2","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","","",-88.05785,42.38194,"Illinois","Lake",7120004,"None","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5161318,"Corps","LRC-2016-00511","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","03/01/2018","Approved JD That Did Require A Field/Site Visit","LRC-2016-511 Wetland 1","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","","",-88.0567,42.38231,"Illinois","Lake",7120004,"None","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5158018,"Corps","LRC-2018-00063","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/27/2018","Approved JD That Did Require A Field/Site Visit","Wetland","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.16109,42.02951,"Illinois","Cook",7120006,"None","Poplar Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5161293,"Corps","LRC-2018-00054","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/27/2018","Approved JD That Did Require A Field/Site Visit","Wetland 1","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.1449,42.03097,"Illinois","Cook",7120006,"None","Poplar Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5161320,"Corps","LRC-2018-00074","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/27/2018","Approved JD That Did Require A Field/Site Visit","Wetland 1","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PAB","Palustrine","Aquatic Bed, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.23535,42.13423,"Illinois","Cook",7120006,"Section 404","Spring Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5158332,"Corps","LRC-2018-00030","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/21/2018","Approved JD That Did Require A Field/Site Visit","Wetland E","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.13413,42.077,"Illinois","Cook",7120006,"Section 404","East Branch Poplar Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5158332,"Corps","LRC-2018-00030","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/21/2018","Approved JD That Did Require A Field/Site Visit","Wetland B","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.13149,42.07486,"Illinois","Cook",7120006,"Section 404","East Branch Poplar Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5158332,"Corps","LRC-2018-00030","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/21/2018","Approved JD That Did Require A Field/Site Visit","Wetland F","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.13233,42.07767,"Illinois","Cook",7120006,"Section 404","East Branch Poplar Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5158332,"Corps","LRC-2018-00030","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/21/2018","Approved JD That Did Require A Field/Site Visit","Stormwater Management Basin","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PAB","Palustrine","Aquatic Bed, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.13192,42.07634,"Illinois","Cook",7120006,"Section 404","East Branch Poplar Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5158333,"Corps","LRC-2018-00030","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/21/2018","Approved JD That Did Require A Field/Site Visit","Wetland C","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.13587,42.07453,"Illinois","Cook",7120006,"None","East Branch Poplar Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5158333,"Corps","LRC-2018-00030","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/21/2018","Approved JD That Did Require A Field/Site Visit","Wetland D","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.13583,42.07776,"Illinois","Cook",7120006,"None","East Branch Poplar Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5158333,"Corps","LRC-2018-00030","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/21/2018","Approved JD That Did Require A Field/Site Visit","Wetland A","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.13139,42.0774,"Illinois","Cook",7120006,"None","East Branch Poplar Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5152643,"Corps","LRC-2009-00660","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/15/2018","Approved JD That Did Require A Field/Site Visit","Area 8 (2017)","ISOLATE","Isolated (interstate or intrastate) waters","No","PFO","Palustrine","Forested, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.26528,41.87196,"Illinois","Kane",7120004,"None","DuPage River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5152643,"Corps","LRC-2009-00660","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/15/2018","Approved JD That Did Require A Field/Site Visit","Area 3 (2017)","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.26557,41.87433,"Illinois","Kane",7120004,"None","DuPage River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5152643,"Corps","LRC-2009-00660","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/15/2018","Approved JD That Did Require A Field/Site Visit","Area 7 (2017)","ISOLATE","Isolated (interstate or intrastate) waters","No","PFO","Palustrine","Forested, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.26735,41.87249,"Illinois","Kane",7120004,"None","DuPage River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5152643,"Corps","LRC-2009-00660","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/15/2018","Approved JD That Did Require A Field/Site Visit","Area 6 (2017)","ISOLATE","Isolated (interstate or intrastate) waters","No","PFO","Palustrine","Forested, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.27096,41.87051,"Illinois","Kane",7120004,"None","DuPage River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5152643,"Corps","LRC-2009-00660","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/15/2018","Approved JD That Did Require A Field/Site Visit","Area 4 (2017)","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.27011,41.8722,"Illinois","Kane",7120004,"None","DuPage River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5152643,"Corps","LRC-2009-00660","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/15/2018","Approved JD That Did Require A Field/Site Visit","Area 1 (2017)","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.27105,41.87518,"Illinois","Kane",7120004,"None","DuPage River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5152643,"Corps","LRC-2009-00660","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/15/2018","Approved JD That Did Require A Field/Site Visit","Area 5 (2017)","ISOLATE","Isolated (interstate or intrastate) waters","No","PFO","Palustrine","Forested, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.27106,41.87202,"Illinois","Kane",7120004,"None","DuPage River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5152643,"Corps","LRC-2009-00660","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/15/2018","Approved JD That Did Require A Field/Site Visit","Area 2 (2017)","ISOLATE","Isolated (interstate or intrastate) waters","No","PFO","Palustrine","Forested, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.26853,41.87463,"Illinois","Kane",7120004,"None","DuPage River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5157912,"Corps","LRC-2017-00999","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/14/2018","Approved JD That Did Require A Field/Site Visit","Wetland 5","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.00487,41.69735,"Illinois","DuPage",7120004,"None","Des Plaines River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5157912,"Corps","LRC-2017-00999","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/14/2018","Approved JD That Did Require A Field/Site Visit","Wetland 2","ISOLATE","Isolated (interstate or intrastate) waters","No","PFO","Palustrine","Forested, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.00238,41.69704,"Illinois","DuPage",7120004,"None","Des Plaines River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5157912,"Corps","LRC-2017-00999","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/14/2018","Approved JD That Did Require A Field/Site Visit","Wetland 4","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.00472,41.69664,"Illinois","DuPage",7120004,"None","Des Plaines River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
